Downloaded from wid.world on 08-08-2024 at 09:28:58
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2000;0.49796440218
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2001;0.507249422709
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2002;0.534569109148
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2003;0.542811479948
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2004;0.546003456548
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2005;0.557739413679
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2006;0.558960354257
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2007;0.561986168307
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2008;0.562217669063
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2009;0.562670163995
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2010;0.56650076928
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2011;0.564565727201
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2012;0.553076765572
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2013;0.562073466811
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2014;0.554613258099
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2015;0.55545765376
